❤粘贴公告,#genre#
陕西都市青春频道,https://migu.wsnw.dpdns.org/956909358
陕西秦腔频道,https://migu.wsnw.dpdns.org/956909303
陕西新闻资讯频道,https://migu.wsnw.dpdns.org/956909289
财富天下,https://migu.wsnw.dpdns.org/956923159
镇江新闻综合,https://migu.wsnw.dpdns.org/639731783
经典香港电影,https://migu.wsnw.dpdns.org/625703337
抗战经典影片,https://migu.wsnw.dpdns.org/617432318
新片放映厅,https://migu.wsnw.dpdns.org/619495952
CHC影迷电影,https://migu.wsnw.dpdns.org/952383261
CHC动作电影,https://migu.wsnw.dpdns.org/644368714
CHC家庭影院,https://migu.wsnw.dpdns.org/644368373
和美乡途轮播台,https://migu.wsnw.dpdns.org/713591450
南方影视,https://migu.wsnw.dpdns.org/614961829
中国天气,https://migu.wsnw.dpdns.org/959986621
CETV1,https://migu.wsnw.dpdns.org/923287154
CETV2,https://migu.wsnw.dpdns.org/923287211
CETV4,https://migu.wsnw.dpdns.org/923287339
山东教育,https://migu.wsnw.dpdns.org/609154353
熊猫频道01高清,https://migu.wsnw.dpdns.org/609158151
熊猫频道1,https://migu.wsnw.dpdns.org/608933610
熊猫频道2,https://migu.wsnw.dpdns.org/608933640
熊猫频道3,https://migu.wsnw.dpdns.org/608934619
熊猫频道4,https://migu.wsnw.dpdns.org/608934721
熊猫频道5,https://migu.wsnw.dpdns.org/608935104
熊猫频道6,https://migu.wsnw.dpdns.org/608935797
熊猫频道7,https://migu.wsnw.dpdns.org/609169286
熊猫频道8,https://migu.wsnw.dpdns.org/609169287
熊猫频道9,https://migu.wsnw.dpdns.org/609169226
熊猫频道10,https://migu.wsnw.dpdns.org/609169285
最强综艺趴,https://migu.wsnw.dpdns.org/629942228
嘉佳卡通,https://migu.wsnw.dpdns.org/614952364
经典动画大集合,https://migu.wsnw.dpdns.org/629942219
新动力量创一流,https://migu.wsnw.dpdns.org/713589837
中华特产,https://migu.wsnw.dpdns.org/959986618
环球旅游,https://migu.wsnw.dpdns.org/958475356
咪咕720,#genre#
CCTV1综合,https://migu720.xbaicai.qzz.io/migu720p.php?id=608807420
CCTV2财经,https://migu720.xbaicai.qzz.io/migu720p.php?id=631780532
CCTV3综艺,https://migu720.xbaicai.qzz.io/migu720p.php?id=624878271
CCTV4中文国际,https://migu720.xbaicai.qzz.io/migu720p.php?id=631780421
CCTV5体育,https://migu720.xbaicai.qzz.io/migu720p.php?id=641886683
CCTV5+体育赛事,https://migu720.xbaicai.qzz.io/migu720p.php?id=641886773
CCTV6电影,https://migu720.xbaicai.qzz.io/migu720p.php?id=624878396
CCTV7国防军事,https://migu720.xbaicai.qzz.io/migu720p.php?id=673168121
CCTV8电视剧,https://migu720.xbaicai.qzz.io/migu720p.php?id=624878356
CCTV9纪录,https://migu720.xbaicai.qzz.io/migu720p.php?id=673168140
CCTV10科教,https://migu720.xbaicai.qzz.io/migu720p.php?id=624878405
CCTV11戏曲,https://migu720.xbaicai.qzz.io/migu720p.php?id=667987558
CCTV12社会与法,https://migu720.xbaicai.qzz.io/migu720p.php?id=673168185
CCTV13新闻,https://migu720.xbaicai.qzz.io/migu720p.php?id=608807423
CCTV14少儿,https://migu720.xbaicai.qzz.io/migu720p.php?id=624878440
CCTV15音乐,https://migu720.xbaicai.qzz.io/migu720p.php?id=673168223
CCTV17农业农村,https://migu720.xbaicai.qzz.io/migu720p.php?id=673168256
CCTV4欧洲,https://migu720.xbaicai.qzz.io/migu720p.php?id=608807419
CCTV4美洲,https://migu720.xbaicai.qzz.io/migu720p.php?id=608807416
CGTN外语纪录,https://migu720.xbaicai.qzz.io/migu720p.php?id=609006487
CGTN阿拉伯语,https://migu720.xbaicai.qzz.io/migu720p.php?id=609154345
CGTN西班牙语,https://migu720.xbaicai.qzz.io/migu720p.php?id=609006450
CGTN法语,https://migu720.xbaicai.qzz.io/migu720p.php?id=609006476
CGTN俄语,https://migu720.xbaicai.qzz.io/migu720p.php?id=609006446
老故事,https://migu720.xbaicai.qzz.io/migu720p.php?id=884121956
中学生,https://migu720.xbaicai.qzz.io/migu720p.php?id=708869532
CGTN,https://migu720.xbaicai.qzz.io/migu720p.php?id=609017205
东方卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=651632648
江苏卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=623899368
广东卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=608831231
江西卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=783847495
河南卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=790187291
陕西卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=738910838
大湾区卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=608917627
湖北卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=947472496
吉林卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=947472500
青海卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=947472506
东南卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=849116810
海南卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=947472502
海峡卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=849119120
中国农林卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=956904896
兵团卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=956923145
辽宁卫视,https://migu720.xbaicai.qzz.io/migu720p.php?id=630291707
上海新闻综合,https://migu720.xbaicai.qzz.io/migu720p.php?id=651632657
上视东方影视,https://migu720.xbaicai.qzz.io/migu720p.php?id=617290047
南京新闻综合频道,https://migu720.xbaicai.qzz.io/migu720p.php?id=838109047
南京教科频道,https://migu720.xbaicai.qzz.io/migu720p.php?id=838153729
南京十八频道,https://migu720.xbaicai.qzz.io/migu720p.php?id=838151753
江苏城市频道,https://migu720.xbaicai.qzz.io/migu720p.php?id=626064714
江苏国际,https://migu720.xbaicai.qzz.io/migu720p.php?id=626064674
江苏教育,https://migu720.xbaicai.qzz.io/migu720p.php?id=628008321
江苏影视频道,https://migu720.xbaicai.qzz.io/migu720p.php?id=626064697
江苏综艺频道,https://migu720.xbaicai.qzz.io/migu720p.php?id=626065193
公共新闻频道,https://migu720.xbaicai.qzz.io/migu720p.php?id=626064693
盐城新闻综合,https://migu720.xbaicai.qzz.io/migu720p.php?id=639731825
淮安新闻综合,https://migu720.xbaicai.qzz.io/migu720p.php?id=639731826
泰州新闻综合,https://migu720.xbaicai.qzz.io/migu720p.php?id=639731818
连云港新闻综合,https://migu720.xbaicai.qzz.io/migu720p.php?id=639731715
宿迁新闻综合,https://migu720.xbaicai.qzz.io/migu720p.php?id=639731832
徐州新闻综合,https://migu720.xbaicai.qzz.io/migu720p.php?id=639731747
优漫卡通频道,https://migu720.xbaicai.qzz.io/migu720p.php?id=626064703
江阴新闻综合,https://migu720.xbaicai.qzz.io/migu720p.php?id=955227979
南通新闻综合,https://migu720.xbaicai.qzz.io/migu720p.php?id=955227985
宜兴新闻综合,https://migu720.xbaicai.qzz.io/migu720p.php?id=955227996
溧水新闻综合,https://migu720.xbaicai.qzz.io/migu720p.php?id=639737327
陕西银龄频道,https://migu720.xbaicai.qzz.io/migu720p.php?id=956909362
陕西都市青春频道,https://migu720.xbaicai.qzz.io/migu720p.php?id=956909358
陕西体育休闲频道,https://migu720.xbaicai.qzz.io/migu720p.php?id=956909356
陕西秦腔频道,https://migu720.xbaicai.qzz.io/migu720p.php?id=956909303
陕西新闻资讯频道,https://migu720.xbaicai.qzz.io/migu720p.php?id=956909289
财富天下,https://migu720.xbaicai.qzz.io/migu720p.php?id=956923159
经典香港电影,https://migu720.xbaicai.qzz.io/migu720p.php?id=625703337
抗战经典影片,https://migu720.xbaicai.qzz.io/migu720p.php?id=617432318
新片放映厅,https://migu720.xbaicai.qzz.io/migu720p.php?id=619495952
CHC影迷电影,https://migu720.xbaicai.qzz.io/migu720p.php?id=952383261
和美乡途轮播台,https://migu720.xbaicai.qzz.io/migu720p.php?id=713591450
高清大片,https://migu720.xbaicai.qzz.io/migu720p.php?id=629943678
南方影视,https://migu720.xbaicai.qzz.io/migu720p.php?id=614961829
血色山河·抗日战争影像志,https://migu720.xbaicai.qzz.io/migu720p.php?id=713600957
熊猫频道01高清,https://migu720.xbaicai.qzz.io/migu720p.php?id=609158151
熊猫频道1,https://migu720.xbaicai.qzz.io/migu720p.php?id=608933610
熊猫频道2,https://migu720.xbaicai.qzz.io/migu720p.php?id=608933640
熊猫频道3,https://migu720.xbaicai.qzz.io/migu720p.php?id=608934619
熊猫频道4,https://migu720.xbaicai.qzz.io/migu720p.php?id=608934721
熊猫频道5,https://migu720.xbaicai.qzz.io/migu720p.php?id=608935104
熊猫频道6,https://migu720.xbaicai.qzz.io/migu720p.php?id=608935797
熊猫频道7,https://migu720.xbaicai.qzz.io/migu720p.php?id=609169286
熊猫频道8,https://migu720.xbaicai.qzz.io/migu720p.php?id=609169287
熊猫频道9,https://migu720.xbaicai.qzz.io/migu720p.php?id=609169226
熊猫频道10,https://migu720.xbaicai.qzz.io/migu720p.php?id=609169285
最强综艺趴,https://migu720.xbaicai.qzz.io/migu720p.php?id=629942228
嘉佳卡通,https://migu720.xbaicai.qzz.io/migu720p.php?id=614952364
经典动画大集合,https://migu720.xbaicai.qzz.io/migu720p.php?id=629942219
新动力量创一流,https://migu720.xbaicai.qzz.io/migu720p.php?id=713589837
环球旅游,https://migu720.xbaicai.qzz.io/migu720p.php?id=958475356
钱塘江,https://migu720.xbaicai.qzz.io/migu720p.php?id=647370520
五环传奇,https://migu720.xbaicai.qzz.io/migu720p.php?id=707671890
赛事最经典,https://migu720.xbaicai.qzz.io/migu720p.php?id=646596895
掼蛋精英赛,https://migu720.xbaicai.qzz.io/migu720p.php?id=631354620
体坛名栏汇,https://migu720.xbaicai.qzz.io/migu720p.php?id=629943305
四海钓鱼,https://migu720.xbaicai.qzz.io/migu720p.php?id=637444975
咪咕24小时体育台,https://migu720.xbaicai.qzz.io/migu720p.php?id=654102378
24小时城市联赛轮播台,https://migu720.xbaicai.qzz.io/migu720p.php?id=915512915
武术世界,https://migu720.xbaicai.qzz.io/migu720p.php?id=958475359
CETV1,https://migu720.xbaicai.qzz.io/migu720p.php?id=923287154
CETV2,https://migu720.xbaicai.qzz.io/migu720p.php?id=923287211
CETV4,https://migu720.xbaicai.qzz.io/migu720p.php?id=923287339
山东教育,https://migu720.xbaicai.qzz.io/migu720p.php?id=609154353
❤️凤凰卫视,#genre#
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8

凤凰中文!,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu001-golive.flv
凤凰资讯!,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu002-golive.flv
凤凰香港!,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu003-golive.flv



❤山东频道,#genre#

山东齐鲁,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000313/index.m3u8$山东移动ucdn
山东新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000314/index.m3u8$山东移动ucdn
山东体育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000315/index.m3u8$山东移动ucdn
山东生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000336/index.m3u8$山东移动ucdn
山东文旅,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000337/index.m3u8$山东移动ucdn
山东综艺,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000338/index.m3u8$山东移动ucdn
山东农科,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000339/index.m3u8$山东移动ucdn
山东少儿,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000340/index.m3u8$山东移动ucdn




❤️山东济宁,#genre#
 
济宁生活,https://srs.jnnews.tv/video/JTV-2/index.m3u8
济宁综合,https://srs.jnnews.tv/video/JTV-1/index.m3u8
济宁公共,https://srs.jnnews.tv/video/JTV-3/index.m3u8
汶上,https://migu720.xbaicai.qzz.io/wenshang.php
 
任城新闻,https://migu720.xbaicai.qzz.io/video_extractor.php?id=rcxw
汶上综合,https://migu720.xbaicai.qzz.io/video_extractor.php?id=wstv
任城新闻,https://migu720.xbaicai.qzz.io/video_extractor.php?id=rcxw
任城影视,https://migu720.xbaicai.qzz.io/video_extractor.php?id=rcys
兖州综合,https://migu720.xbaicai.qzz.io/video_extractor.php?id=yzzh
兖州生活,https://migu720.xbaicai.qzz.io/video_extractor.php?id=yzsh
曲阜综合,https://migu720.xbaicai.qzz.io/video_extractor.php?id=qfzh
岱岳TV,https://migu720.xbaicai.qzz.io/video_extractor.php?id=dytv
❤️济宁汶上,#genre#
汶上综合,https://migu720.xbaicai.qzz.io/video_extractor.php?id=wstv
汶上,https://migu720.xbaicai.qzz.io/wenshang.php
❤代理卫视,#genre#
广州综合,https://migu720.xbaicai.qzz.io/gztv.php?id=zhonghe
广州新闻,https://migu720.xbaicai.qzz.io/gztv.php?id=xinwen
南国都市4K,https://migu720.xbaicai.qzz.io/gztv.php?id=nanguodushi
 
三沙卫视,https://migu720.xbaicai.qzz.io/hnws_all_in_one.php?proxy=1&id=ssws
海南新闻频道,https://migu720.xbaicai.qzz.io/hnws_all_in_one.php?proxy=1&id=xwpd
海南文旅频道,https://migu720.xbaicai.qzz.io/hnws_all_in_one.php?proxy=1&id=wlpd
海南自贸频道,https://migu720.xbaicai.qzz.io/hnws_all_in_one.php?proxy=1&id=jjpd
海南公共频道,https://migu720.xbaicai.qzz.io/hnws_all_in_one.php?proxy=1&id=ggpd
海南少儿频道,https://migu720.xbaicai.qzz.io/hnws_all_in_one.php?proxy=1&id=sepd
 
西安新闻综合,https://migu720.xbaicai.qzz.io/xatv.php?id=xazh
西安都市,https://migu720.xbaicai.qzz.io/xatv.php?id=xads
西安商务资讯,https://migu720.xbaicai.qzz.io/xatv.php?id=xasw
西安影视,https://migu720.xbaicai.qzz.io/xatv.php?id=xays
西安丝路,https://migu720.xbaicai.qzz.io/xatv.php?id=xasl
西安乐购购物,https://migu720.xbaicai.qzz.io/xatv.php?id=xagw
西安移动电视,https://migu720.xbaicai.qzz.io/xatv.php?id=xayd
 
宁波民生休闲,https://migu720.xbaicai.qzz.io/ningboTV.php?id=nbtv1
 
宁波新闻综合,https://migu720.xbaicai.qzz.io/ningboTV.php?id=nbtv2
 
宁波影视娱乐,https://migu720.xbaicai.qzz.io/ningboTV.php?id=nbtv3
宁波经济生活,https://migu720.xbaicai.qzz.io/ningboTV.php?id=nbtv4
 
河北卫视,migu720.xbaicai.qzz.io/hbws.php?id=hbws#https://migu720.xbaicai.qzz.io/hbws.php?id=10524916
经济生活,https://migu720.xbaicai.qzz.io/hbws.php?id=hbjjsh#https://migu720.xbaicai.qzz.io/hbws.php?id=10516507
三农频道,https://migu720.xbaicai.qzz.io/hbws.php?id=hbsn#https://migu720.xbaicai.qzz.io/hbws.php?id=10516508
河北都市,https://migu720.xbaicai.qzz.io/hbws.php?id=hbds#https://migu720.xbaicai.qzz.io/hbws.php?id=10516509
河北影视剧,https://migu720.xbaicai.qzz.io/hbws.php?id=hbysj#https://migu720.xbaicai.qzz.io/hbws.php?id=10516510
少儿科教,https://migu720.xbaicai.qzz.io/hbws.php?id=hbse#https://migu720.xbaicai.qzz.io/hbws.php?id=10516511
文旅·公共,https://migu720.xbaicai.qzz.io/hbws.php?id=hbwl#https://migu720.xbaicai.qzz.io/hbws.php?id=10516512
三佳购物,https://migu720.xbaicai.qzz.io/hbws.php?id=hbgw#https://migu720.xbaicai.qzz.io/hbws.php?id=10516513
 

河南法治,https://migu720.xbaicai.qzz.io/hntv.php?id=hmfz
河南电视剧,https://migu720.xbaicai.qzz.io/hntv.php?id=hndsj
河南新闻,https://migu720.xbaicai.qzz.io/hntv.php?id=hnxw
欢腾购物,https://migu720.xbaicai.qzz.io/hntv.php?id=htgw
河南公共,https://migu720.xbaicai.qzz.io/hntv.php?id=hngg
河南乡村,https://migu720.xbaicai.qzz.io/hntv.php?id=hnxc
河南国际x,https://migu720.xbaicai.qzz.io/hntv.php?id=hngj
河南梨园,https://migu720.xbaicai.qzz.io/hntv.php?id=hnly
文物宝库,https://migu720.xbaicai.qzz.io/hntv.php?id=wwbk
武术世界,https://migu720.xbaicai.qzz.io/hntv.php?id=wspd
睛彩中原,https://migu720.xbaicai.qzz.io/hntv.php?id=jczy
移动戏曲,https://migu720.xbaicai.qzz.io/hntv.php?id=ydxj
象视界,https://migu720.xbaicai.qzz.io/hntv.php?id=xsj
国学频道,https://migu720.xbaicai.qzz.io/hntv.php?id=gxpd
//地方
郑州新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=zz1
开封新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=kf1
洛阳新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=ly1
平顶山新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=pds1
安阳新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=ay1
鹤壁新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=hb1
新乡新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=xx1
焦作新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=jz1
濮阳新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=py1
许昌新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=xc1
漯河新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=lh1
三门峡新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=smx1
南阳新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=ny1
商丘新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=sq1
信阳新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=xy1
周口新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=zk1
驻马店新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=zmd1
济源新闻综合,https://migu720.xbaicai.qzz.io/hntv.php?id=jy1
 
东方卫视,https://migu720.xbaicai.qzz.io/dfws
上海新闻综合,https://migu720.xbaicai.qzz.io/shxwzh
上海都市,https://migu720.xbaicai.qzz.io/shds
第1财经,https://migu720.xbaicai.qzz.io/dycj
哈哈炫动,https://migu720.xbaicai.qzz.io/hhxd
五星体育,https://migu720.xbaicai.qzz.io/wxty
上海魔都眼,https://migu720.xbaicai.qzz.io/mdy
上海新纪实,https://migu720.xbaicai.qzz.io/jsrw


💫dj歌曲,#genre#
流行舞曲1,https://txmov2.a.kwimgs.com/upic/2024/01/28/23/BMjAyNDAxMjgyMzIxNDBfMjM5NDYzNDY0NV8xMjMzODYwOTE2NjlfMl8z_b_B3fb0c296da3db90ae1810c32aa8d87d2.mp4?clientCacheKey=3xcvhddw2gmruju_b.mp4&tt=b&di=7b0d0621&bp=10000
别知己,https://vd3.bdstatic.com/mda-pjpmxj8nps7esymw/576p/h264/1698161340027041596/mda-pjpmxj8nps7esymw.mp4
劲爆热舞,https://txmov2.a.kwimgs.com/upic/2024/01/28/23/BMjAyNDAxMjgyMzE4NTBfMjM5NDYzNDY0NV8xMjMzODU4NDc1NTFfMl8z_b_Bfbf57eec0884d3c429a206134c59899b.mp4?clientCacheKey=3xq3d533hx34856_b.mp4&tt=b&di=6a2aa95a&bp=10000
💫快手热舞,https://txmov2.a.kwimgs.com/upic/2024/01/28/23/BMjAyNDAxMjgyMzIxMTBfMjM5NDYzNDY0NV8xMjMzODYyOTQzMjlfMl8z_b_B0c334c5f0e607f14476d3b8457836aae.mp4?clientCacheKey=3xjfbm9h87k5aa9_b.mp4&tt=b&di=7b0d0454&bp=10000
美女热舞,https://mpimg.cn/view.php/8683d1512507decdaf08fc4cf87772fb.mp4
dj歌曲01,http://txmov2.a.kwimgs.com/upic/2023/11/28/07/BMjAyMzExMjgwNzQxNTJfMjM0Mjg1Nzg4Ml8xMTgyNzkwNjUyMDZfMV8z_b_B3a70152ca6546cbb7da723a6b2fe0031.mp4?tag=1-1701948426-std-1-4opil88qnr-8202842495ea54af&clientCacheKey=3xpw5dz59c3rqx4_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
环绕音,http://txmov2.a.kwimgs.com/upic/2023/06/06/19/BMjAyMzA2MDYxOTE1NDRfMjM0Mjg1Nzg4Ml8xMDQ5MDE2MDMzNDJfMV8z_b_B7bb4f28726c07ae269b4e127fffdbd49.mp4?tag=1-1701951318-std-1-7zicuidfs7-7f49c2a8325d35a9&clientCacheKey=3x4y5bnhcs54h3u_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
流行舞曲02,http://txmov2.a.kwimgs.com/upic/2023/12/05/13/BMjAyMzEyMDUxMzE1MTdfMjM0Mjg1Nzg4Ml8xMTg4OTc4MjIyMjFfMV8z_b_B004cc9f0156f1196335a505a63b1b750.mp4?tag=1-1701947365-std-1-fxxcn4woik-48e2be84a01a7e83&clientCacheKey=3xm64tb7cixz88g_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ版三月里的小雨,https://vd2.bdstatic.com/mda-mgwegh0bzv4cy6cb/1080p/cae_h264/1627727251470197083/mda-mgwegh0bzv4cy6cb.mp4
爱你到最后一刻,https://vd3.bdstatic.com/mda-mhr9c7q9xzgy1812/1080p/cae_h264/1630062648077583523/mda-mhr9c7q9xzgy1812.mp4
伤感DJ等,https://vd2.bdstatic.com/mda-mhq92a7nafrh8dma/1080p/cae_h264/1629977686796490849/mda-mhq92a7nafrh8dma.mp4
DJ我们不再是从前,https://vd2.bdstatic.com/mda-mhne550wq5m66zvj/1080p/cae_h264/1629803514331462220/mda-mhne550wq5m66zvj.mp4
DJ舞曲让我做你的眼睛,https://vd2.bdstatic.com/mda-mhaargrart2qrkdz/1080p/cae_h264/1629630942996744682/mda-mhaargrart2qrkdz.mp4
DJ版时间会知道你好不好,https://vd3.bdstatic.com/mda-mhairve7gvye1192/1080p/cae_h264/1629457148988604256/mda-mhairve7gvye1192.mp4
DJ版爱不得忘不舍,https://vd3.bdstatic.com/mda-mh8j8egnj8idbvd8/1080p/cae_h264/1629367979662473678/mda-mh8j8egnj8idbvd8.mp4
DJ版蜜雪冰城,https://vd3.bdstatic.com/mda-mhbae2pwwxhyxjcz/1080p/cae_h264/1628767594518574030/mda-mhbae2pwwxhyxjcz.mp4
无味DJ版,https://vd3.bdstatic.com/mda-mgqiagirsmmpuarm/1080p/cae_h264/1627218846577884242/mda-mgqiagirsmmpuarm.mp4
DJ版原谅你的谎,https://vd4.bdstatic.com/mda-mhacxx5vhr2we882/1080p/cae_h264/1628673933350116053/mda-mhacxx5vhr2we882.mp4
劲爆DJ串烧,https://vdse.bdstatic.com//01b1f78bb5b009d36ce3f5051e7383c1.mp4
新送情郎,https://vd4.bdstatic.com/mda-meq936zru7niwvd2/sc/cae_h264/1621924823247730000/mda-meq936zru7niwvd2.mp4
震撼纯电音Drown,https://vd2.bdstatic.com/mda-mjshcpd847mhnjgj/sc/cae_h264/1635337200637124885/mda-mjshcpd847mhnjgj.mp4
抖音神曲20首,https://vd3.bdstatic.com/mda-kegey3zg2hx7f0t6/sc/mda-kegey3zg2hx7f0t6.mp4
送给未来的你,https://vd2.bdstatic.com/mda-ma0st3ncw6i2yerr/v1-cae/sc/mda-ma0st3ncw6i2yerr.mp4
模特DJ,http://gcw.bdcdn.shoujiduoduo.com/201805/0247-477.mp4
21年DJ爆红网络洗脑神曲,https://vdse.bdstatic.com//bf4bb1d82b2eb17681c49e745dc2da21.mp4
劲爆DJ串烧,https://vdse.bdstatic.com//01b1f78bb5b009d36ce3f5051e7383c1.mp4
今日热歌DJ,https://vd2.bdstatic.com/mda-mhhf5mr00yyhpfjs/1080p/cae_h264/1629284581057661229/mda-mhhf5mr00yyhpfjs.mp4
推荐9首DJ舞曲_首首甜美醉人,https://vd2.bdstatic.com/mda-mhig1c3sw223mx8p/1080p/cae_h264/1629380139191731149/mda-mhig1c3sw223mx8p.mp4
动感DJ苦了累了听听歌,https://vd4.bdstatic.com/mda-mhqekuf2r91v08dt/1080p/cae_h264/1629888246186602728/mda-mhqekuf2r91v08dt.mp4
车载必备DJ殇雪,https://vd3.bdstatic.com/mda-mhve4gb9hi8cstzk/1080p/cae_h264/1630319514896018158/mda-mhve4gb9hi8cstzk.mp4
DJ心在跳情在烧,https://vd4.bdstatic.com/mda-mhwf07t27w3gi1y7/1080p/cae_h264/1630406994590156367/mda-mhwf07t27w3gi1y7.mp4
孙艺琪寂寞的人别听伤感情歌,https://vd2.bdstatic.com/mda-mdscsws7443npwa8/1080p/cae_h264/1619516504/mda-mdscsws7443npwa8.mp4
郭镐鸣野摩托,https://vd3.bdstatic.com/mda-mekfm7wu6f4rtt99/1080p/cae_h264/1621595318412084671/mda-mekfm7wu6f4rtt99.mp4
赵蕾蕾寂寞的城伤心的人,https://vd2.bdstatic.com/mda-mesdm11tdp69a9ye/1080p/cae_h264/1622115758783335310/mda-mesdm11tdp69a9ye.mp4
叶筱萱爱到最后是孤独,https://vd4.bdstatic.com/mda-mh9fjm2j86uyymfa/1080p/cae_h264/1628593607912074882/mda-mh9fjm2j86uyymfa.mp4
海来阿木浪子心DJ沈念版,https://vd3.bdstatic.com/mda-mgr9s5pv0jeqbcm8/1080p/cae_h264/1627298307874491239/mda-mgr9s5pv0jeqbcm8.mp4
人间惊鸿客,https://vd3.bdstatic.com/mda-mh2bbyjcqjxjhzkd/1080p/cae_h264/1627978577559447916/mda-mh2bbyjcqjxjhzkd.mp4
DJ版望爱却步,https://vd4.bdstatic.com/mda-mh3ei4sg2jypty79/1080p/cae_h264/1628072927342489970/mda-mh3ei4sg2jypty79.mp4
唱着情歌流着泪,https://vd3.bdstatic.com/mda-mhwaejanf0ie6b8j/1080p/cae_h264/1630409563129833732/mda-mhwaejanf0ie6b8j.mp4
DJ版一个人挺好,https://vd3.bdstatic.com/mda-mh6gqq4b59z26cjx/1080p/cae_h264/1628504623473300938/mda-mh6gqq4b59z26cjx.mp4
🌱人间烟火,https://vd3.bdstatic.com/mda-nia9gqywiryyn8pk/576p/h264/1662878654763005591/mda-nia9gqywiryyn8pk.mp4
演唱程响_是否,https://txmov2.a.kwimgs.com/upic/2023/05/04/11/BMjAyMzA1MDQxMTQyMzZfMTM4ODQ2MjU5MF8xMDIyNTUwODM0MzVfMl8z_b_B6b2a4f4f70e27bf7915609b0876287ce.mp4?tag=1-1705540739-std-1-msqhkxrpxy-d4e0f8c8c2deb8e6&clientCacheKey=3xx6zux29kaegjm_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
祝福你,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg6uyj4QUosO5G.mp4
你是演员,https://kq.bgp.68tool.com/m3u8/2023/08/12/09e92ecad04db1c1/playlist.m3u8
热舞～心跳加速,https://vd2.bdstatic.com/mda-nma466es35rste5r/hd/cae_h264/1670727704014173730/mda-nma466es35rste5r.mp4?auth_key=1671027379-0-0-c814dc9425f4a426fc43b2a39a86f28e&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2779341914&vid=5457361828850078429&abtest=all
转眼就是一辈子,https://kq.bgp.68tool.com/m3u8/2023/08/05/4939cdde4c912b82/playlist.m3u8
情 徒,https://kq.bgp.68tool.com/m3u8/2023/07/24/1d5f804bb6b5497d/playlist.m3u8
女人是花,https://kq.bgp.68tool.com/m3u8/2023/07/24/1330fc277292d588/playlist.m3u8
